Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path
Vanilla Pyperplan,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],-1,0.00915384292602539,6,"[<Op (move p0 c25 c15)>, <Op (move p0 c15 c05)>, <Op (move p0 c05 c04)>, <Op (move p0 c04 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>]"
Goal to Real Goal Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],1.1920928955078125e-05,0.016894817352294922,10,"[<Op (move p0 c25 c24)>, <Op (move p0 c24 c23)>, <Op (move p0 c23 c33)>, <Op (move p0 c33 c32)>, <Op (move p0 c32 c31)>, <Op (move p0 c31 c30)>, <Op (move p0 c30 c20)>, <Op (move p0 c20 c10)>, <Op (move p0 c10 c00)>, <Op (move p0 c00 c01)>]"
Shared Landmark Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],9.059906005859375e-06,0.015136003494262695,6,"[<Op (move p0 c25 c15)>, <Op (move p0 c15 c05)>, <Op (move p0 c05 c04)>, <Op (move p0 c04 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>]"
Combined Landmarks Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.003854036331176758,0.01654791831970215,10,"[<Op (move p0 c25 c24)>, <Op (move p0 c24 c23)>, <Op (move p0 c23 c33)>, <Op (move p0 c33 c32)>, <Op (move p0 c32 c31)>, <Op (move p0 c31 c30)>, <Op (move p0 c30 c20)>, <Op (move p0 c20 c10)>, <Op (move p0 c10 c00)>, <Op (move p0 c00 c01)>]"
Most Common Landmarks,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.0018229484558105469,0.015201091766357422,6,"[<Op (move p0 c25 c15)>, <Op (move p0 c15 c05)>, <Op (move p0 c05 c04)>, <Op (move p0 c04 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>]"
Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.0004031658172607422,0.014577865600585938,6,"[<Op (move p0 c25 c15)>, <Op (move p0 c15 c05)>, <Op (move p0 c05 c04)>, <Op (move p0 c04 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>]"
Closest Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.0004718303680419922,0.015340089797973633,6,"[<Op (move p0 c25 c15)>, <Op (move p0 c15 c14)>, <Op (move p0 c14 c13)>, <Op (move p0 c13 c12)>, <Op (move p0 c12 c11)>, <Op (move p0 c11 c01)>]"
Farthest Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.0003490447998046875,0.015545845031738281,6,"[<Op (move p0 c25 c15)>, <Op (move p0 c15 c14)>, <Op (move p0 c14 c13)>, <Op (move p0 c13 c12)>, <Op (move p0 c12 c11)>, <Op (move p0 c11 c01)>]"
All but Real Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.0003190040588378906,0.017066001892089844,8,"[<Op (move p0 c25 c24)>, <Op (move p0 c24 c23)>, <Op (move p0 c23 c33)>, <Op (move p0 c33 c32)>, <Op (move p0 c32 c22)>, <Op (move p0 c22 c12)>, <Op (move p0 c12 c02)>, <Op (move p0 c02 c01)>]"
R-Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.00021600723266601562,0.015328168869018555,6,"[<Op (move p0 c25 c15)>, <Op (move p0 c15 c05)>, <Op (move p0 c05 c04)>, <Op (move p0 c04 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>]"
