Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path
R-Closest Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.0006198883056640625,0.01819610595703125,12,"[<Op (move p0 c25 c35)>, <Op (move p0 c35 c45)>, <Op (move p0 c45 c55)>, <Op (move p0 c55 c45)>, <Op (move p0 c45 c35)>, <Op (move p0 c35 c25)>, <Op (move p0 c25 c15)>, <Op (move p0 c15 c05)>, <Op (move p0 c05 c04)>, <Op (move p0 c04 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>]"
R-Farthest Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.00022673606872558594,0.017924070358276367,12,"[<Op (move p0 c25 c35)>, <Op (move p0 c35 c45)>, <Op (move p0 c45 c55)>, <Op (move p0 c55 c45)>, <Op (move p0 c45 c35)>, <Op (move p0 c35 c25)>, <Op (move p0 c25 c15)>, <Op (move p0 c15 c05)>, <Op (move p0 c05 c04)>, <Op (move p0 c04 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>]"
R-All but Real Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.00042510032653808594,0.014876127243041992,6,"[<Op (move p0 c25 c15)>, <Op (move p0 c15 c05)>, <Op (move p0 c05 c04)>, <Op (move p0 c04 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>]"
Minimum Covering State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.0004229545593261719,0.016474246978759766,6,"[<Op (move p0 c25 c15)>, <Op (move p0 c15 c05)>, <Op (move p0 c05 c04)>, <Op (move p0 c04 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>]"
Closest Minimum Covering State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.000408172607421875,0.01647186279296875,6,"[<Op (move p0 c25 c15)>, <Op (move p0 c15 c05)>, <Op (move p0 c05 c04)>, <Op (move p0 c04 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>]"
Farthest Minimum Covering State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.0003972053527832031,0.01671600341796875,6,"[<Op (move p0 c25 c24)>, <Op (move p0 c24 c23)>, <Op (move p0 c23 c13)>, <Op (move p0 c13 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>]"
All but Real Minimum Coverinst State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.0004899501800537109,0.016047239303588867,6,"[<Op (move p0 c25 c15)>, <Op (move p0 c15 c05)>, <Op (move p0 c05 c04)>, <Op (move p0 c04 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>]"
R-Minimum Covering State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.0002639293670654297,0.016604185104370117,6,"[<Op (move p0 c25 c15)>, <Op (move p0 c15 c05)>, <Op (move p0 c05 c04)>, <Op (move p0 c04 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>]"
R-Closest Minimum Covering State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.00023508071899414062,0.01671004295349121,6,"[<Op (move p0 c25 c15)>, <Op (move p0 c15 c05)>, <Op (move p0 c05 c04)>, <Op (move p0 c04 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>]"
R-Farthest Minimum Covering State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.0003247261047363281,0.01570296287536621,6,"[<Op (move p0 c25 c15)>, <Op (move p0 c15 c05)>, <Op (move p0 c05 c04)>, <Op (move p0 c04 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>]"
R-All but Real Minimum Coverinst State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c25)']",['(at p0 c01)'],0.000308990478515625,0.015406131744384766,6,"[<Op (move p0 c25 c15)>, <Op (move p0 c15 c05)>, <Op (move p0 c05 c04)>, <Op (move p0 c04 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>]"
