Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path
Vanilla Pyperplan,"['(handempty)', '(ontable r)', '(clear t)', '(on p r)', '(on a p)', '(on e a)', '(on t e)']","['(clear p)', '(on p a)', '(on a r)', '(on r e)', '(ontable e)']",-1,0.01460409164428711,14,"[<Op (unstack t e)>, <Op (put-down t)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (unstack a p)>, <Op (put-down a)>, <Op (unstack p r)>, <Op (put-down p)>, <Op (pick-up r)>, <Op (stack r e)>, <Op (pick-up a)>, <Op (stack a r)>, <Op (pick-up p)>, <Op (stack p a)>]"
Goal to Real Goal Approach,"['(handempty)', '(ontable r)', '(clear t)', '(on p r)', '(on a p)', '(on e a)', '(on t e)']","['(clear p)', '(on p a)', '(on a r)', '(on r e)', '(ontable e)']",2.193450927734375e-05,0.03099203109741211,30,"[<Op (unstack t e)>, <Op (put-down t)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (unstack a p)>, <Op (put-down a)>, <Op (unstack p r)>, <Op (put-down p)>, <Op (pick-up e)>, <Op (stack e r)>, <Op (pick-up t)>, <Op (stack t e)>, <Op (pick-up a)>, <Op (stack a t)>, <Op (pick-up p)>, <Op (stack p a)>, <Op (unstack p a)>, <Op (put-down p)>, <Op (unstack a t)>, <Op (put-down a)>, <Op (unstack t e)>, <Op (put-down t)>, <Op (unstack e r)>, <Op (put-down e)>, <Op (pick-up r)>, <Op (stack r e)>, <Op (pick-up a)>, <Op (stack a r)>, <Op (pick-up p)>, <Op (stack p a)>]"
Shared Landmark Approach,"['(handempty)', '(ontable r)', '(clear t)', '(on p r)', '(on a p)', '(on e a)', '(on t e)']","['(clear p)', '(on p a)', '(on a r)', '(on r e)', '(ontable e)']",0.03185081481933594,0.015107154846191406,16,"[<Op (unstack t e)>, <Op (put-down t)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (unstack a p)>, <Op (put-down a)>, <Op (unstack p r)>, <Op (stack p a)>, <Op (pick-up r)>, <Op (stack r e)>, <Op (unstack p a)>, <Op (put-down p)>, <Op (pick-up a)>, <Op (stack a r)>, <Op (pick-up p)>, <Op (stack p a)>]"
Combined Landmarks Approach,"['(handempty)', '(ontable r)', '(clear t)', '(on p r)', '(on a p)', '(on e a)', '(on t e)']","['(clear p)', '(on p a)', '(on a r)', '(on r e)', '(ontable e)']",0.01112222671508789,0.010819196701049805,28,"[<Op (unstack t e)>, <Op (put-down t)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (unstack a p)>, <Op (put-down a)>, <Op (unstack p r)>, <Op (stack p a)>, <Op (unstack p a)>, <Op (put-down p)>, <Op (pick-up a)>, <Op (stack a t)>, <Op (pick-up e)>, <Op (stack e r)>, <Op (unstack e r)>, <Op (put-down e)>, <Op (pick-up r)>, <Op (put-down r)>, <Op (unstack a t)>, <Op (stack a r)>, <Op (unstack a r)>, <Op (put-down a)>, <Op (pick-up r)>, <Op (stack r e)>, <Op (pick-up a)>, <Op (stack a r)>, <Op (pick-up p)>, <Op (stack p a)>]"
Most Common Landmarks,"['(handempty)', '(ontable r)', '(clear t)', '(on p r)', '(on a p)', '(on e a)', '(on t e)']","['(clear p)', '(on p a)', '(on a r)', '(on r e)', '(ontable e)']",0.07286882400512695,0.009435892105102539,26,"[<Op (unstack t e)>, <Op (put-down t)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (unstack a p)>, <Op (put-down a)>, <Op (unstack p r)>, <Op (put-down p)>, <Op (pick-up e)>, <Op (put-down e)>, <Op (pick-up p)>, <Op (stack p a)>, <Op (pick-up r)>, <Op (put-down r)>, <Op (unstack p a)>, <Op (put-down p)>, <Op (pick-up a)>, <Op (stack a r)>, <Op (unstack a r)>, <Op (put-down a)>, <Op (pick-up r)>, <Op (stack r e)>, <Op (pick-up a)>, <Op (stack a r)>, <Op (pick-up p)>, <Op (stack p a)>]"
Centroid Approach,"['(handempty)', '(ontable r)', '(clear t)', '(on p r)', '(on a p)', '(on e a)', '(on t e)']","['(clear p)', '(on p a)', '(on a r)', '(on r e)', '(ontable e)']",0.00048422813415527344,0.009572982788085938,16,"[<Op (unstack t e)>, <Op (put-down t)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (unstack a p)>, <Op (stack a t)>, <Op (unstack p r)>, <Op (stack p a)>, <Op (pick-up r)>, <Op (stack r e)>, <Op (unstack p a)>, <Op (put-down p)>, <Op (unstack a t)>, <Op (stack a r)>, <Op (pick-up p)>, <Op (stack p a)>]"
Closest Centroid Approach,"['(handempty)', '(ontable r)', '(clear t)', '(on p r)', '(on a p)', '(on e a)', '(on t e)']","['(clear p)', '(on p a)', '(on a r)', '(on r e)', '(ontable e)']",0.00040411949157714844,0.009537935256958008,16,"[<Op (unstack t e)>, <Op (put-down t)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (unstack a p)>, <Op (stack a t)>, <Op (unstack p r)>, <Op (put-down p)>, <Op (pick-up r)>, <Op (stack r a)>, <Op (unstack r a)>, <Op (stack r e)>, <Op (unstack a t)>, <Op (stack a r)>, <Op (pick-up p)>, <Op (stack p a)>]"
Farthest Centroid Approach,"['(handempty)', '(ontable r)', '(clear t)', '(on p r)', '(on a p)', '(on e a)', '(on t e)']","['(clear p)', '(on p a)', '(on a r)', '(on r e)', '(ontable e)']",0.00025582313537597656,0.016013145446777344,14,"[<Op (unstack t e)>, <Op (put-down t)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (unstack a p)>, <Op (put-down a)>, <Op (unstack p r)>, <Op (put-down p)>, <Op (pick-up r)>, <Op (stack r e)>, <Op (pick-up a)>, <Op (stack a r)>, <Op (pick-up p)>, <Op (stack p a)>]"
All but Real Centroid Approach,"['(handempty)', '(ontable r)', '(clear t)', '(on p r)', '(on a p)', '(on e a)', '(on t e)']","['(clear p)', '(on p a)', '(on a r)', '(on r e)', '(ontable e)']",0.0003292560577392578,0.009460926055908203,14,"[<Op (unstack t e)>, <Op (put-down t)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (unstack a p)>, <Op (stack a t)>, <Op (unstack p r)>, <Op (put-down p)>, <Op (pick-up r)>, <Op (stack r e)>, <Op (unstack a t)>, <Op (stack a r)>, <Op (pick-up p)>, <Op (stack p a)>]"
R-Centroid Approach,"['(handempty)', '(ontable r)', '(clear t)', '(on p r)', '(on a p)', '(on e a)', '(on t e)']","['(clear p)', '(on p a)', '(on a r)', '(on r e)', '(ontable e)']",0.0003349781036376953,0.01606011390686035,14,"[<Op (unstack t e)>, <Op (put-down t)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (unstack a p)>, <Op (put-down a)>, <Op (unstack p r)>, <Op (put-down p)>, <Op (pick-up r)>, <Op (stack r e)>, <Op (pick-up a)>, <Op (stack a r)>, <Op (pick-up p)>, <Op (stack p a)>]"
R-Closest Centroid Approach,"['(handempty)', '(ontable r)', '(clear t)', '(on p r)', '(on a p)', '(on e a)', '(on t e)']","['(clear p)', '(on p a)', '(on a r)', '(on r e)', '(ontable e)']",0.0002617835998535156,0.016012191772460938,14,"[<Op (unstack t e)>, <Op (put-down t)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (unstack a p)>, <Op (put-down a)>, <Op (unstack p r)>, <Op (put-down p)>, <Op (pick-up r)>, <Op (stack r e)>, <Op (pick-up a)>, <Op (stack a r)>, <Op (pick-up p)>, <Op (stack p a)>]"
R-Farthest Centroid Approach,"['(handempty)', '(ontable r)', '(clear t)', '(on p r)', '(on a p)', '(on e a)', '(on t e)']","['(clear p)', '(on p a)', '(on a r)', '(on r e)', '(ontable e)']",0.000186920166015625,0.015354156494140625,14,"[<Op (unstack t e)>, <Op (put-down t)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (unstack a p)>, <Op (put-down a)>, <Op (unstack p r)>, <Op (put-down p)>, <Op (pick-up r)>, <Op (stack r e)>, <Op (pick-up a)>, <Op (stack a r)>, <Op (pick-up p)>, <Op (stack p a)>]"
R-All but Real Centroid Approach,"['(handempty)', '(ontable r)', '(clear t)', '(on p r)', '(on a p)', '(on e a)', '(on t e)']","['(clear p)', '(on p a)', '(on a r)', '(on r e)', '(ontable e)']",0.00023603439331054688,0.0152587890625,14,"[<Op (unstack t e)>, <Op (put-down t)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (unstack a p)>, <Op (put-down a)>, <Op (unstack p r)>, <Op (put-down p)>, <Op (pick-up r)>, <Op (stack r e)>, <Op (pick-up a)>, <Op (stack a r)>, <Op (pick-up p)>, <Op (stack p a)>]"
