Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path
Vanilla Pyperplan,"['(handempty)', '(ontable a)', '(clear e)', '(on e a)', '(ontable p)', '(clear r)', '(on t p)', '(on r t)']","['(clear a)', '(on a p)', '(on p e)', '(on e r)', '(on r t)', '(ontable t)']",-1,0.015684127807617188,12,"[<Op (unstack r t)>, <Op (put-down r)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (pick-up r)>, <Op (stack r t)>, <Op (unstack e a)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>]"
Goal to Real Goal Approach,"['(handempty)', '(ontable a)', '(clear e)', '(on e a)', '(ontable p)', '(clear r)', '(on t p)', '(on r t)']","['(clear a)', '(on a p)', '(on p e)', '(on e r)', '(on r t)', '(ontable t)']",2.5987625122070312e-05,0.02317214012145996,20,"[<Op (unstack r t)>, <Op (put-down r)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (unstack e a)>, <Op (stack e t)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (unstack p e)>, <Op (put-down p)>, <Op (unstack e t)>, <Op (put-down e)>, <Op (pick-up r)>, <Op (stack r t)>, <Op (pick-up e)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>]"
Shared Landmark Approach,"['(handempty)', '(ontable a)', '(clear e)', '(on e a)', '(ontable p)', '(clear r)', '(on t p)', '(on r t)']","['(clear a)', '(on a p)', '(on p e)', '(on e r)', '(on r t)', '(ontable t)']",0.03317403793334961,0.018123865127563477,18,"[<Op (unstack r t)>, <Op (put-down r)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up r)>, <Op (stack r t)>, <Op (unstack p e)>, <Op (put-down p)>, <Op (pick-up e)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>]"
Combined Landmarks Approach,"['(handempty)', '(ontable a)', '(clear e)', '(on e a)', '(ontable p)', '(clear r)', '(on t p)', '(on r t)']","['(clear a)', '(on a p)', '(on p e)', '(on e r)', '(on r t)', '(ontable t)']",0.006994962692260742,0.02162313461303711,28,"[<Op (unstack r t)>, <Op (put-down r)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (unstack p e)>, <Op (put-down p)>, <Op (pick-up e)>, <Op (stack e t)>, <Op (unstack e t)>, <Op (stack e r)>, <Op (pick-up a)>, <Op (stack a p)>, <Op (unstack a p)>, <Op (put-down a)>, <Op (unstack e r)>, <Op (put-down e)>, <Op (pick-up r)>, <Op (stack r t)>, <Op (pick-up e)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>]"
Most Common Landmarks,"['(handempty)', '(ontable a)', '(clear e)', '(on e a)', '(ontable p)', '(clear r)', '(on t p)', '(on r t)']","['(clear a)', '(on a p)', '(on p e)', '(on e r)', '(on r t)', '(ontable t)']",0.05886578559875488,0.02077007293701172,28,"[<Op (unstack r t)>, <Op (put-down r)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (pick-up a)>, <Op (put-down a)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (unstack p e)>, <Op (put-down p)>, <Op (pick-up e)>, <Op (stack e r)>, <Op (pick-up a)>, <Op (stack a p)>, <Op (unstack a p)>, <Op (put-down a)>, <Op (unstack e r)>, <Op (put-down e)>, <Op (pick-up r)>, <Op (stack r t)>, <Op (pick-up e)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>]"
Centroid Approach,"['(handempty)', '(ontable a)', '(clear e)', '(on e a)', '(ontable p)', '(clear r)', '(on t p)', '(on r t)']","['(clear a)', '(on a p)', '(on p e)', '(on e r)', '(on r t)', '(ontable t)']",0.0003771781921386719,0.015210151672363281,12,"[<Op (unstack r t)>, <Op (put-down r)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (pick-up r)>, <Op (stack r t)>, <Op (unstack e a)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>]"
Closest Centroid Approach,"['(handempty)', '(ontable a)', '(clear e)', '(on e a)', '(ontable p)', '(clear r)', '(on t p)', '(on r t)']","['(clear a)', '(on a p)', '(on p e)', '(on e r)', '(on r t)', '(ontable t)']",0.0003409385681152344,0.018513202667236328,16,"[<Op (unstack e a)>, <Op (stack e r)>, <Op (unstack e r)>, <Op (put-down e)>, <Op (unstack r t)>, <Op (put-down r)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (pick-up r)>, <Op (stack r t)>, <Op (pick-up e)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>]"
Farthest Centroid Approach,"['(handempty)', '(ontable a)', '(clear e)', '(on e a)', '(ontable p)', '(clear r)', '(on t p)', '(on r t)']","['(clear a)', '(on a p)', '(on p e)', '(on e r)', '(on r t)', '(ontable t)']",0.0003421306610107422,0.01834702491760254,14,"[<Op (unstack e a)>, <Op (put-down e)>, <Op (unstack r t)>, <Op (put-down r)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (pick-up r)>, <Op (stack r t)>, <Op (pick-up e)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>]"
All but Real Centroid Approach,"['(handempty)', '(ontable a)', '(clear e)', '(on e a)', '(ontable p)', '(clear r)', '(on t p)', '(on r t)']","['(clear a)', '(on a p)', '(on p e)', '(on e r)', '(on r t)', '(ontable t)']",0.0002090930938720703,0.01641392707824707,14,"[<Op (unstack e a)>, <Op (put-down e)>, <Op (unstack r t)>, <Op (stack r a)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (unstack r a)>, <Op (stack r t)>, <Op (pick-up e)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>]"
R-Centroid Approach,"['(handempty)', '(ontable a)', '(clear e)', '(on e a)', '(ontable p)', '(clear r)', '(on t p)', '(on r t)']","['(clear a)', '(on a p)', '(on p e)', '(on e r)', '(on r t)', '(ontable t)']",0.0001499652862548828,0.015077829360961914,12,"[<Op (unstack r t)>, <Op (put-down r)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (pick-up r)>, <Op (stack r t)>, <Op (unstack e a)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>]"
R-Closest Centroid Approach,"['(handempty)', '(ontable a)', '(clear e)', '(on e a)', '(ontable p)', '(clear r)', '(on t p)', '(on r t)']","['(clear a)', '(on a p)', '(on p e)', '(on e r)', '(on r t)', '(ontable t)']",0.00033783912658691406,0.01522517204284668,12,"[<Op (unstack r t)>, <Op (put-down r)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (pick-up r)>, <Op (stack r t)>, <Op (unstack e a)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>]"
R-Farthest Centroid Approach,"['(handempty)', '(ontable a)', '(clear e)', '(on e a)', '(ontable p)', '(clear r)', '(on t p)', '(on r t)']","['(clear a)', '(on a p)', '(on p e)', '(on e r)', '(on r t)', '(ontable t)']",0.00015497207641601562,0.014754772186279297,12,"[<Op (unstack r t)>, <Op (put-down r)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (pick-up r)>, <Op (stack r t)>, <Op (unstack e a)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>]"
R-All but Real Centroid Approach,"['(handempty)', '(ontable a)', '(clear e)', '(on e a)', '(ontable p)', '(clear r)', '(on t p)', '(on r t)']","['(clear a)', '(on a p)', '(on p e)', '(on e r)', '(on r t)', '(ontable t)']",0.0002522468566894531,0.016074419021606445,12,"[<Op (unstack r t)>, <Op (put-down r)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (pick-up r)>, <Op (stack r t)>, <Op (unstack e a)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>]"
Minimum Covering State Approach,"['(handempty)', '(ontable a)', '(clear e)', '(on e a)', '(ontable p)', '(clear r)', '(on t p)', '(on r t)']","['(clear a)', '(on a p)', '(on p e)', '(on e r)', '(on r t)', '(ontable t)']",0.00019669532775878906,0.015022039413452148,12,"[<Op (unstack r t)>, <Op (put-down r)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (pick-up r)>, <Op (stack r t)>, <Op (unstack e a)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>]"
