Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path
Vanilla Pyperplan,"['(free c00)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c25)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c01)']",['(at p0 c51)'],-1,0.008939027786254883,5,"[<Op (move p0 c01 c11)>, <Op (move p0 c11 c21)>, <Op (move p0 c21 c31)>, <Op (move p0 c31 c41)>, <Op (move p0 c41 c51)>]"
Goal to Real Goal Approach,"['(free c00)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c25)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c01)']",['(at p0 c51)'],0.00014400482177734375,0.018278837203979492,9,"[<Op (move p0 c01 c02)>, <Op (move p0 c02 c03)>, <Op (move p0 c03 c13)>, <Op (move p0 c13 c12)>, <Op (move p0 c12 c11)>, <Op (move p0 c11 c21)>, <Op (move p0 c21 c31)>, <Op (move p0 c31 c41)>, <Op (move p0 c41 c51)>]"
Shared Landmark Approach,"['(free c00)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c25)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c01)']",['(at p0 c51)'],1.0967254638671875e-05,0.01594400405883789,5,"[<Op (move p0 c01 c11)>, <Op (move p0 c11 c21)>, <Op (move p0 c21 c31)>, <Op (move p0 c31 c41)>, <Op (move p0 c41 c51)>]"
Combined Landmarks Approach,"['(free c00)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c25)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c01)']",['(at p0 c51)'],0.0026040077209472656,0.017698049545288086,9,"[<Op (move p0 c01 c02)>, <Op (move p0 c02 c03)>, <Op (move p0 c03 c13)>, <Op (move p0 c13 c12)>, <Op (move p0 c12 c11)>, <Op (move p0 c11 c21)>, <Op (move p0 c21 c31)>, <Op (move p0 c31 c41)>, <Op (move p0 c41 c51)>]"
Most Common Landmarks,"['(free c00)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c25)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c01)']",['(at p0 c51)'],0.0018360614776611328,0.016273975372314453,5,"[<Op (move p0 c01 c11)>, <Op (move p0 c11 c21)>, <Op (move p0 c21 c31)>, <Op (move p0 c31 c41)>, <Op (move p0 c41 c51)>]"
Centroid Approach,"['(free c00)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c25)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c01)']",['(at p0 c51)'],0.0006260871887207031,0.01867198944091797,9,"[<Op (move p0 c01 c02)>, <Op (move p0 c02 c03)>, <Op (move p0 c03 c13)>, <Op (move p0 c13 c23)>, <Op (move p0 c23 c33)>, <Op (move p0 c33 c32)>, <Op (move p0 c32 c31)>, <Op (move p0 c31 c41)>, <Op (move p0 c41 c51)>]"
Closest Centroid Approach,"['(free c00)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c25)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c01)']",['(at p0 c51)'],0.0005071163177490234,0.016891002655029297,5,"[<Op (move p0 c01 c11)>, <Op (move p0 c11 c21)>, <Op (move p0 c21 c31)>, <Op (move p0 c31 c41)>, <Op (move p0 c41 c51)>]"
Farthest Centroid Approach,"['(free c00)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c25)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c01)']",['(at p0 c51)'],0.0005500316619873047,0.0165712833404541,5,"[<Op (move p0 c01 c11)>, <Op (move p0 c11 c21)>, <Op (move p0 c21 c31)>, <Op (move p0 c31 c41)>, <Op (move p0 c41 c51)>]"
All but Real Centroid Approach,"['(free c00)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c25)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c01)']",['(at p0 c51)'],0.0005810260772705078,0.018450021743774414,9,"[<Op (move p0 c01 c02)>, <Op (move p0 c02 c03)>, <Op (move p0 c03 c13)>, <Op (move p0 c13 c12)>, <Op (move p0 c12 c11)>, <Op (move p0 c11 c21)>, <Op (move p0 c21 c31)>, <Op (move p0 c31 c41)>, <Op (move p0 c41 c51)>]"
R-Centroid Approach,"['(free c00)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c25)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c35)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c01)']",['(at p0 c51)'],0.0004458427429199219,0.01853322982788086,7,"[<Op (move p0 c01 c00)>, <Op (move p0 c00 c01)>, <Op (move p0 c01 c11)>, <Op (move p0 c11 c21)>, <Op (move p0 c21 c31)>, <Op (move p0 c31 c41)>, <Op (move p0 c41 c51)>]"
