0.018	0.0;0.8;0.1;0.8;0.8
0.019	0.0;0.8;0.1;0.8;0.8
0.018	0.0;0.8;0.1;0.8;0.8
0.019	0.0;0.8;0.1;0.8;0.8
0.023	0.0;0.8;0.1;0.8;0.8
0.019	0.0;0.8;0.1;0.8;0.8
0.025	0.0;0.8;0.1;0.8;0.8
0.018	0.0;0.8;0.1;0.8;0.8
0.017	0.0;0.8;0.1;0.8;0.8
0.032	0.0;0.8;0.1;0.8;0.8
0.019	0.0;0.8;0.1;0.8;0.8
0.018	0.0;0.8;0.1;0.8;0.8
0.024	0.0;0.8;0.1;0.8;0.8
0.024	0.0;0.8;0.1;0.8;0.8
0.02	0.0;0.8;0.1;0.8;0.8
0.025	0.0;0.8;0.1;0.8;0.8
0.019	0.0;0.8;0.1;0.8;0.8
0.022	0.0;0.8;0.1;0.8;0.8
0.028	0.0;0.8;0.1;0.8;0.8
0.032	0.0;0.8;0.1;0.8;0.8
0.039	0.0;0.8;0.1;0.8;0.8
0.022	0.0;0.8;0.1;0.8;0.8
0.047	0.0;0.8;0.1;0.8;0.8
0.055	0.0;0.8;0.1;0.8;0.8
0.06	0.0;0.8;0.1;0.8;0.8
0.033	0.0;0.8;0.1;0.8;0.8
0.029	0.0;0.8;0.1;0.8;0.8
0.033	0.0;0.8;0.1;0.8;0.8
0.029	0.0;0.8;0.1;0.8;0.8
0.029	0.0;0.8;0.1;0.8;0.8
