0.016	0.0;0.8;0.1;0.8;0.8
0.018	0.0;0.8;0.1;0.8;0.8
0.02	0.0;0.8;0.1;0.8;0.8
0.017	0.0;0.8;0.1;0.8;0.8
0.019	0.0;0.8;0.1;0.8;0.8
0.018	0.0;0.8;0.1;0.8;0.8
0.015	0.0;0.8;0.1;0.8;0.8
0.018	0.0;0.8;0.1;0.8;0.8
0.018	0.0;0.8;0.1;0.8;0.8
0.018	0.0;0.8;0.1;0.8;0.8
0.02	0.0;0.8;0.1;0.8;0.8
0.016	0.0;0.8;0.1;0.8;0.8
0.016	0.0;0.8;0.1;0.8;0.8
0.019	0.0;0.8;0.1;0.8;0.8
0.018	0.0;0.8;0.1;0.8;0.8
0.017	0.0;0.8;0.1;0.8;0.8
0.018	0.0;0.8;0.1;0.8;0.8
0.017	0.0;0.8;0.1;0.8;0.8
0.016	0.0;0.8;0.1;0.8;0.8
0.018	0.0;0.8;0.1;0.8;0.8
0.015	0.0;0.8;0.1;0.8;0.8
0.02	0.0;0.8;0.1;0.8;0.8
0.018	0.0;0.8;0.1;0.8;0.8
0.018	0.0;0.8;0.1;0.8;0.8
0.017	0.0;0.8;0.1;0.8;0.8
0.019	0.0;0.8;0.1;0.8;0.8
0.017	0.0;0.8;0.1;0.8;0.8
0.017	0.0;0.8;0.1;0.8;0.8
0.019	0.0;0.8;0.1;0.8;0.8
0.017	0.0;0.8;0.1;0.8;0.8
