0.019	0.0;1.0;0.0;1.0;1.0
0.019	0.0;1.0;0.0;1.0;1.0
0.02	0.0;1.0;0.0;1.0;1.0
0.021	0.0;1.0;0.0;1.0;1.0
0.019	0.0;1.0;0.0;1.0;1.0
0.02	0.0;1.0;0.0;1.0;1.0
0.023	0.0;1.0;0.0;1.0;1.0
0.026	0.0;1.0;0.0;1.0;1.0
0.022	0.0;1.0;0.0;1.0;1.0
0.018	0.0;1.0;0.0;1.0;1.0
0.054	0.0;1.0;0.0;1.0;1.0
0.031	0.0;1.0;0.0;1.0;1.0
0.031	0.0;1.0;0.0;1.0;1.0
0.044	0.0;1.0;0.0;1.0;1.0
0.038	0.0;1.0;0.0;1.0;1.0
0.019	0.0;1.0;0.0;1.0;1.0
0.032	0.0;1.0;0.0;1.0;1.0
0.024	0.0;1.0;0.0;1.0;1.0
0.028	0.0;1.0;0.0;1.0;1.0
0.036	0.0;1.0;0.0;1.0;1.0
0.018	0.0;1.0;0.0;1.0;1.0
0.024	0.0;1.0;0.0;1.0;1.0
0.026	0.0;1.0;0.0;1.0;1.0
0.022	0.0;1.0;0.0;1.0;1.0
0.048	0.0;1.0;0.0;1.0;1.0
0.064	0.0;1.0;0.0;1.0;1.0
0.023	0.0;1.0;0.0;1.0;1.0
0.024	0.0;1.0;0.0;1.0;1.0
0.021	0.0;1.0;0.0;1.0;1.0
0.021	0.0;1.0;0.0;1.0;1.0
