0.044	7.0;1.0;0.0;1.0;1.0
0.058	7.0;1.0;0.0;1.0;1.0
0.034	7.0;1.0;0.0;1.0;1.0
0.047	7.0;1.0;0.0;1.0;1.0
0.051	7.0;1.0;0.0;1.0;1.0
0.052	7.0;1.0;0.0;1.0;1.0
0.066	7.0;1.0;0.0;1.0;1.0
0.052	7.0;1.0;0.0;1.0;1.0
0.049	7.0;1.0;0.0;1.0;1.0
0.051	7.0;1.0;0.0;1.0;1.0
0.04	7.0;1.0;0.0;1.0;1.0
0.058	7.0;1.0;0.0;1.0;1.0
0.05	7.0;1.0;0.0;1.0;1.0
0.045	7.0;1.0;0.0;1.0;1.0
0.054	7.0;1.0;0.0;1.0;1.0
0.044	7.0;1.0;0.0;1.0;1.0
0.049	7.0;1.0;0.0;1.0;1.0
0.048	7.0;1.0;0.0;1.0;1.0
0.045	7.0;1.0;0.0;1.0;1.0
0.041	7.0;1.0;0.0;1.0;1.0
0.044	7.0;1.0;0.0;1.0;1.0
0.059	7.0;1.0;0.0;1.0;1.0
0.045	7.0;1.0;0.0;1.0;1.0
0.052	7.0;1.0;0.0;1.0;1.0
0.051	7.0;1.0;0.0;1.0;1.0
0.04	7.0;1.0;0.0;1.0;1.0
0.049	7.0;1.0;0.0;1.0;1.0
0.048	7.0;1.0;0.0;1.0;1.0
0.065	7.0;1.0;0.0;1.0;1.0
0.048	7.0;1.0;0.0;1.0;1.0
