0.053	8.0;1.0;0.0;1.0;1.0
0.075	8.0;1.0;0.0;1.0;1.0
0.05	8.0;1.0;0.0;1.0;1.0
0.052	8.0;1.0;0.0;1.0;1.0
0.051	8.0;1.0;0.0;1.0;1.0
0.074	8.0;1.0;0.0;1.0;1.0
0.048	8.0;1.0;0.0;1.0;1.0
0.073	8.0;1.0;0.0;1.0;1.0
0.067	8.0;1.0;0.0;1.0;1.0
0.046	8.0;1.0;0.0;1.0;1.0
0.075	8.0;1.0;0.0;1.0;1.0
0.067	8.0;1.0;0.0;1.0;1.0
0.05	8.0;1.0;0.0;1.0;1.0
0.057	8.0;1.0;0.0;1.0;1.0
0.065	8.0;1.0;0.0;1.0;1.0
0.065	8.0;1.0;0.0;1.0;1.0
0.057	8.0;1.0;0.0;1.0;1.0
0.048	8.0;1.0;0.0;1.0;1.0
0.064	8.0;1.0;0.0;1.0;1.0
0.078	8.0;1.0;0.0;1.0;1.0
0.074	8.0;1.0;0.0;1.0;1.0
0.086	8.0;1.0;0.0;1.0;1.0
0.11	8.0;1.0;0.0;1.0;1.0
0.081	8.0;1.0;0.0;1.0;1.0
0.058	8.0;1.0;0.0;1.0;1.0
0.064	8.0;1.0;0.0;1.0;1.0
0.075	8.0;1.0;0.0;1.0;1.0
0.061	8.0;1.0;0.0;1.0;1.0
0.05	8.0;1.0;0.0;1.0;1.0
0.048	8.0;1.0;0.0;1.0;1.0
