0.019	0.0;1.0;0.0;1.0;1.0
0.021	0.0;1.0;0.0;1.0;1.0
0.018	0.0;1.0;0.0;1.0;1.0
0.02	0.0;1.0;0.0;1.0;1.0
0.019	0.0;1.0;0.0;1.0;1.0
0.019	0.0;1.0;0.0;1.0;1.0
0.019	0.0;1.0;0.0;1.0;1.0
0.019	0.0;1.0;0.0;1.0;1.0
0.018	0.0;1.0;0.0;1.0;1.0
0.031	0.0;1.0;0.0;1.0;1.0
0.018	0.0;1.0;0.0;1.0;1.0
0.02	0.0;1.0;0.0;1.0;1.0
0.022	0.0;1.0;0.0;1.0;1.0
0.02	0.0;1.0;0.0;1.0;1.0
0.02	0.0;1.0;0.0;1.0;1.0
0.039	0.0;1.0;0.0;1.0;1.0
0.029	0.0;1.0;0.0;1.0;1.0
0.023	0.0;1.0;0.0;1.0;1.0
0.034	0.0;1.0;0.0;1.0;1.0
0.031	0.0;1.0;0.0;1.0;1.0
0.026	0.0;1.0;0.0;1.0;1.0
0.031	0.0;1.0;0.0;1.0;1.0
0.043	0.0;1.0;0.0;1.0;1.0
0.032	0.0;1.0;0.0;1.0;1.0
0.033	0.0;1.0;0.0;1.0;1.0
0.034	0.0;1.0;0.0;1.0;1.0
0.056	0.0;1.0;0.0;1.0;1.0
0.043	0.0;1.0;0.0;1.0;1.0
0.042	0.0;1.0;0.0;1.0;1.0
0.031	0.0;1.0;0.0;1.0;1.0
