0.017	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.018	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.02	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.019	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.021	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.019	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.021	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.021	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.033	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.019	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.022	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.02	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.023	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.02	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.018	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.018	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.024	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.03	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.06	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.022	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.03	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.022	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.027	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.021	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.029	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.025	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.019	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.018	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.031	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.018	0.0;0.8333333;0.083333336;0.8333333;0.8333333
