0.069	9.0;1.0;0.0;1.0;1.0
0.083	9.0;1.0;0.0;1.0;1.0
0.068	9.0;1.0;0.0;1.0;1.0
0.077	9.0;1.0;0.0;1.0;1.0
0.055	9.0;1.0;0.0;1.0;1.0
0.047	9.0;1.0;0.0;1.0;1.0
0.055	9.0;1.0;0.0;1.0;1.0
0.061	9.0;1.0;0.0;1.0;1.0
0.071	9.0;1.0;0.0;1.0;1.0
0.081	9.0;1.0;0.0;1.0;1.0
0.076	9.0;1.0;0.0;1.0;1.0
0.057	9.0;1.0;0.0;1.0;1.0
0.079	9.0;1.0;0.0;1.0;1.0
0.062	9.0;1.0;0.0;1.0;1.0
0.074	9.0;1.0;0.0;1.0;1.0
0.086	9.0;1.0;0.0;1.0;1.0
0.071	9.0;1.0;0.0;1.0;1.0
0.054	9.0;1.0;0.0;1.0;1.0
0.059	9.0;1.0;0.0;1.0;1.0
0.07	9.0;1.0;0.0;1.0;1.0
0.085	9.0;1.0;0.0;1.0;1.0
0.056	9.0;1.0;0.0;1.0;1.0
0.081	9.0;1.0;0.0;1.0;1.0
0.08	9.0;1.0;0.0;1.0;1.0
0.075	9.0;1.0;0.0;1.0;1.0
0.079	9.0;1.0;0.0;1.0;1.0
0.082	9.0;1.0;0.0;1.0;1.0
0.051	9.0;1.0;0.0;1.0;1.0
0.078	9.0;1.0;0.0;1.0;1.0
0.053	9.0;1.0;0.0;1.0;1.0
