0.048	8.0;0.8;0.1;0.8;0.8
0.045	8.0;0.8;0.1;0.8;0.8
0.045	8.0;0.8;0.1;0.8;0.8
0.042	8.0;0.8;0.1;0.8;0.8
0.055	8.0;0.8;0.1;0.8;0.8
0.068	8.0;0.8;0.1;0.8;0.8
0.063	8.0;0.8;0.1;0.8;0.8
0.053	8.0;0.8;0.1;0.8;0.8
0.056	8.0;0.8;0.1;0.8;0.8
0.047	8.0;0.8;0.1;0.8;0.8
0.05	8.0;0.8;0.1;0.8;0.8
0.062	8.0;0.8;0.1;0.8;0.8
0.048	8.0;0.8;0.1;0.8;0.8
0.047	8.0;0.8;0.1;0.8;0.8
0.044	8.0;0.8;0.1;0.8;0.8
0.055	8.0;0.8;0.1;0.8;0.8
0.049	8.0;0.8;0.1;0.8;0.8
0.046	8.0;0.8;0.1;0.8;0.8
0.036	8.0;0.8;0.1;0.8;0.8
0.058	8.0;0.8;0.1;0.8;0.8
0.064	8.0;0.8;0.1;0.8;0.8
0.054	8.0;0.8;0.1;0.8;0.8
0.043	8.0;0.8;0.1;0.8;0.8
0.067	8.0;0.8;0.1;0.8;0.8
0.051	8.0;1.0;0.1;1.0;1.0
0.057	8.0;0.8;0.1;0.8;0.8
0.056	8.0;0.8;0.1;0.8;0.8
0.049	8.0;0.8;0.1;0.8;0.8
0.073	8.0;0.8;0.1;0.8;0.8
0.079	8.0;0.8;0.1;0.8;0.8
