0.121	9.0;1.0;0.0;1.0;1.0
0.083	9.0;1.0;0.0;1.0;1.0
0.087	9.0;1.0;0.0;1.0;1.0
0.094	9.0;1.0;0.0;1.0;1.0
0.067	9.0;1.0;0.0;1.0;1.0
0.064	9.0;1.0;0.0;1.0;1.0
0.063	9.0;1.0;0.0;1.0;1.0
0.072	9.0;1.0;0.0;1.0;1.0
0.064	9.0;1.0;0.0;1.0;1.0
0.057	9.0;1.0;0.0;1.0;1.0
0.061	9.0;1.0;0.0;1.0;1.0
0.067	9.0;1.0;0.0;1.0;1.0
0.089	9.0;1.0;0.0;1.0;1.0
0.087	9.0;1.0;0.0;1.0;1.0
0.066	9.0;1.0;0.0;1.0;1.0
0.068	9.0;1.0;0.0;1.0;1.0
0.088	9.0;1.0;0.0;1.0;1.0
0.053	9.0;1.0;0.0;1.0;1.0
0.066	9.0;1.0;0.0;1.0;1.0
0.06	9.0;1.0;0.0;1.0;1.0
0.063	9.0;1.0;0.0;1.0;1.0
0.062	9.0;1.0;0.0;1.0;1.0
0.057	9.0;1.0;0.0;1.0;1.0
0.078	9.0;1.0;0.0;1.0;1.0
0.072	9.0;1.0;0.0;1.0;1.0
0.092	9.0;1.0;0.0;1.0;1.0
0.062	9.0;1.0;0.0;1.0;1.0
0.088	9.0;1.0;0.0;1.0;1.0
0.061	9.0;1.0;0.0;1.0;1.0
0.054	9.0;1.0;0.0;1.0;1.0
