0.038	7.0;1.0;0.0;1.0;1.0
0.049	7.0;1.0;0.0;1.0;1.0
0.048	7.0;1.0;0.0;1.0;1.0
0.041	7.0;1.0;0.0;1.0;1.0
0.038	7.0;1.0;0.0;1.0;1.0
0.037	7.0;1.0;0.0;1.0;1.0
0.048	7.0;1.0;0.0;1.0;1.0
0.05	7.0;1.0;0.0;1.0;1.0
0.043	7.0;1.0;0.0;1.0;1.0
0.043	7.0;1.0;0.0;1.0;1.0
0.051	7.0;1.0;0.0;1.0;1.0
0.045	7.0;1.0;0.0;1.0;1.0
0.059	7.0;1.0;0.0;1.0;1.0
0.074	7.0;1.0;0.0;1.0;1.0
0.048	7.0;1.0;0.0;1.0;1.0
0.045	7.0;1.0;0.0;1.0;1.0
0.036	7.0;1.0;0.0;1.0;1.0
0.052	7.0;1.0;0.0;1.0;1.0
0.045	7.0;1.0;0.0;1.0;1.0
0.045	7.0;1.0;0.0;1.0;1.0
0.041	7.0;1.0;0.0;1.0;1.0
0.038	7.0;1.0;0.0;1.0;1.0
0.053	7.0;1.0;0.0;1.0;1.0
0.046	7.0;1.0;0.0;1.0;1.0
0.05	7.0;1.0;0.0;1.0;1.0
0.054	7.0;1.0;0.0;1.0;1.0
0.045	7.0;1.0;0.0;1.0;1.0
0.038	7.0;1.0;0.0;1.0;1.0
0.049	7.0;1.0;0.0;1.0;1.0
0.048	7.0;1.0;0.0;1.0;1.0
