0.047	7.0;1.0;0.0;1.0;1.0
0.053	7.0;1.0;0.0;1.0;1.0
0.052	7.0;1.0;0.0;1.0;1.0
0.035	7.0;1.0;0.0;1.0;1.0
0.046	7.0;1.0;0.0;1.0;1.0
0.059	7.0;1.0;0.0;1.0;1.0
0.041	7.0;1.0;0.0;1.0;1.0
0.03	7.0;1.0;0.0;1.0;1.0
0.049	7.0;1.0;0.0;1.0;1.0
0.033	7.0;1.0;0.0;1.0;1.0
0.044	7.0;1.0;0.0;1.0;1.0
0.043	7.0;1.0;0.0;1.0;1.0
0.044	7.0;1.0;0.0;1.0;1.0
0.032	7.0;1.0;0.0;1.0;1.0
0.045	7.0;1.0;0.0;1.0;1.0
0.052	7.0;1.0;0.0;1.0;1.0
0.045	7.0;1.0;0.0;1.0;1.0
0.037	7.0;1.0;0.0;1.0;1.0
0.045	7.0;1.0;0.0;1.0;1.0
0.045	7.0;1.0;0.0;1.0;1.0
0.068	7.0;1.0;0.0;1.0;1.0
0.044	7.0;1.0;0.0;1.0;1.0
0.046	7.0;1.0;0.0;1.0;1.0
0.044	7.0;1.0;0.0;1.0;1.0
0.046	7.0;1.0;0.0;1.0;1.0
0.045	7.0;1.0;0.0;1.0;1.0
0.044	7.0;1.0;0.0;1.0;1.0
0.043	7.0;1.0;0.0;1.0;1.0
0.047	7.0;1.0;0.0;1.0;1.0
0.044	7.0;1.0;0.0;1.0;1.0
