Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path
R-Closest Centroid Approach,"['(handempty)', '(ontable p)', '(clear p)', '(ontable t)', '(clear a)', '(on a t)', '(ontable r)', '(clear e)', '(on e r)']","['(clear t)', '(on t a)', '(on a p)', '(on p e)', '(on e r)', '(ontable r)']",0.0003108978271484375,0.012140035629272461,14,"[<Op (unstack e r)>, <Op (stack e a)>, <Op (pick-up r)>, <Op (stack r e)>, <Op (unstack r e)>, <Op (put-down r)>, <Op (unstack e a)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (unstack a t)>, <Op (stack a p)>, <Op (pick-up t)>, <Op (stack t a)>]"
R-Farthest Centroid Approach,"['(handempty)', '(ontable p)', '(clear p)', '(ontable t)', '(clear a)', '(on a t)', '(ontable r)', '(clear e)', '(on e r)']","['(clear t)', '(on t a)', '(on a p)', '(on p e)', '(on e r)', '(ontable r)']",0.00015091896057128906,0.012025117874145508,14,"[<Op (unstack e r)>, <Op (stack e a)>, <Op (pick-up r)>, <Op (stack r e)>, <Op (unstack r e)>, <Op (put-down r)>, <Op (unstack e a)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (unstack a t)>, <Op (stack a p)>, <Op (pick-up t)>, <Op (stack t a)>]"
R-All but Real Centroid Approach,"['(handempty)', '(ontable p)', '(clear p)', '(ontable t)', '(clear a)', '(on a t)', '(ontable r)', '(clear e)', '(on e r)']","['(clear t)', '(on t a)', '(on a p)', '(on p e)', '(on e r)', '(ontable r)']",0.0003509521484375,0.011899232864379883,12,"[<Op (unstack a t)>, <Op (put-down a)>, <Op (pick-up t)>, <Op (stack t a)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (unstack t a)>, <Op (put-down t)>, <Op (pick-up a)>, <Op (stack a p)>, <Op (pick-up t)>, <Op (stack t a)>]"
Minimum Covering State Approach,"['(handempty)', '(ontable p)', '(clear p)', '(ontable t)', '(clear a)', '(on a t)', '(ontable r)', '(clear e)', '(on e r)']","['(clear t)', '(on t a)', '(on a p)', '(on p e)', '(on e r)', '(ontable r)']",0.0004620552062988281,0.016597986221313477,12,"[<Op (unstack a t)>, <Op (put-down a)>, <Op (unstack e r)>, <Op (stack e p)>, <Op (unstack e p)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>, <Op (pick-up t)>, <Op (stack t a)>]"
Closest Minimum Covering State Approach,"['(handempty)', '(ontable p)', '(clear p)', '(ontable t)', '(clear a)', '(on a t)', '(ontable r)', '(clear e)', '(on e r)']","['(clear t)', '(on t a)', '(on a p)', '(on p e)', '(on e r)', '(ontable r)']",0.00036406517028808594,0.010637760162353516,10,"[<Op (unstack a t)>, <Op (stack a p)>, <Op (unstack a p)>, <Op (put-down a)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>, <Op (pick-up t)>, <Op (stack t a)>]"
Farthest Minimum Covering State Approach,"['(handempty)', '(ontable p)', '(clear p)', '(ontable t)', '(clear a)', '(on a t)', '(ontable r)', '(clear e)', '(on e r)']","['(clear t)', '(on t a)', '(on a p)', '(on p e)', '(on e r)', '(ontable r)']",0.0002818107604980469,0.010035276412963867,10,"[<Op (unstack a t)>, <Op (stack a p)>, <Op (unstack a p)>, <Op (put-down a)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>, <Op (pick-up t)>, <Op (stack t a)>]"
All but Real Minimum Coverinst State Approach,"['(handempty)', '(ontable p)', '(clear p)', '(ontable t)', '(clear a)', '(on a t)', '(ontable r)', '(clear e)', '(on e r)']","['(clear t)', '(on t a)', '(on a p)', '(on p e)', '(on e r)', '(ontable r)']",0.000324249267578125,0.02121901512145996,12,"[<Op (unstack a t)>, <Op (put-down a)>, <Op (unstack e r)>, <Op (put-down e)>, <Op (pick-up e)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>, <Op (pick-up t)>, <Op (stack t a)>]"
R-Minimum Covering State Approach,"['(handempty)', '(ontable p)', '(clear p)', '(ontable t)', '(clear a)', '(on a t)', '(ontable r)', '(clear e)', '(on e r)']","['(clear t)', '(on t a)', '(on a p)', '(on p e)', '(on e r)', '(ontable r)']",0.0002110004425048828,0.016761302947998047,12,"[<Op (unstack a t)>, <Op (put-down a)>, <Op (unstack e r)>, <Op (stack e p)>, <Op (unstack e p)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>, <Op (pick-up t)>, <Op (stack t a)>]"
R-Closest Minimum Covering State Approach,"['(handempty)', '(ontable p)', '(clear p)', '(ontable t)', '(clear a)', '(on a t)', '(ontable r)', '(clear e)', '(on e r)']","['(clear t)', '(on t a)', '(on a p)', '(on p e)', '(on e r)', '(ontable r)']",0.0003199577331542969,0.019382715225219727,16,"[<Op (unstack a t)>, <Op (put-down a)>, <Op (unstack e r)>, <Op (stack e p)>, <Op (pick-up t)>, <Op (stack t e)>, <Op (unstack t e)>, <Op (put-down t)>, <Op (unstack e p)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>, <Op (pick-up t)>, <Op (stack t a)>]"
R-Farthest Minimum Covering State Approach,"['(handempty)', '(ontable p)', '(clear p)', '(ontable t)', '(clear a)', '(on a t)', '(ontable r)', '(clear e)', '(on e r)']","['(clear t)', '(on t a)', '(on a p)', '(on p e)', '(on e r)', '(ontable r)']",0.00023603439331054688,0.019173860549926758,16,"[<Op (unstack a t)>, <Op (put-down a)>, <Op (unstack e r)>, <Op (stack e p)>, <Op (pick-up t)>, <Op (stack t e)>, <Op (unstack t e)>, <Op (put-down t)>, <Op (unstack e p)>, <Op (stack e r)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>, <Op (pick-up t)>, <Op (stack t a)>]"
R-All but Real Minimum Coverinst State Approach,"['(handempty)', '(ontable p)', '(clear p)', '(ontable t)', '(clear a)', '(on a t)', '(ontable r)', '(clear e)', '(on e r)']","['(clear t)', '(on t a)', '(on a p)', '(on p e)', '(on e r)', '(ontable r)']",0.00021600723266601562,0.007573127746582031,8,"[<Op (unstack a t)>, <Op (put-down a)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (pick-up a)>, <Op (stack a p)>, <Op (pick-up t)>, <Op (stack t a)>]"
