Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path
R-Closest Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(at p0 c34)']",['(at p0 c30)'],0.0005049705505371094,0.008584976196289062,6,"[<Op (move p0 c34 c44)>, <Op (move p0 c44 c34)>, <Op (move p0 c34 c33)>, <Op (move p0 c33 c32)>, <Op (move p0 c32 c31)>, <Op (move p0 c31 c30)>]"
R-Farthest Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(at p0 c34)']",['(at p0 c30)'],0.00023865699768066406,0.009119987487792969,6,"[<Op (move p0 c34 c44)>, <Op (move p0 c44 c34)>, <Op (move p0 c34 c33)>, <Op (move p0 c33 c32)>, <Op (move p0 c32 c31)>, <Op (move p0 c31 c30)>]"
R-All but Real Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(at p0 c34)']",['(at p0 c30)'],0.0004868507385253906,0.009092092514038086,6,"[<Op (move p0 c34 c44)>, <Op (move p0 c44 c34)>, <Op (move p0 c34 c33)>, <Op (move p0 c33 c32)>, <Op (move p0 c32 c31)>, <Op (move p0 c31 c30)>]"
Minimum Covering State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(at p0 c34)']",['(at p0 c30)'],0.00036597251892089844,0.00943303108215332,8,"[<Op (move p0 c34 c24)>, <Op (move p0 c24 c14)>, <Op (move p0 c14 c13)>, <Op (move p0 c13 c12)>, <Op (move p0 c12 c11)>, <Op (move p0 c11 c10)>, <Op (move p0 c10 c20)>, <Op (move p0 c20 c30)>]"
Closest Minimum Covering State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(at p0 c34)']",['(at p0 c30)'],0.0003681182861328125,0.008322954177856445,4,"[<Op (move p0 c34 c33)>, <Op (move p0 c33 c32)>, <Op (move p0 c32 c31)>, <Op (move p0 c31 c30)>]"
Farthest Minimum Covering State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(at p0 c34)']",['(at p0 c30)'],0.0003871917724609375,0.008851051330566406,6,"[<Op (move p0 c34 c24)>, <Op (move p0 c24 c23)>, <Op (move p0 c23 c33)>, <Op (move p0 c33 c32)>, <Op (move p0 c32 c31)>, <Op (move p0 c31 c30)>]"
All but Real Minimum Coverinst State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(at p0 c34)']",['(at p0 c30)'],0.00035190582275390625,0.010784149169921875,10,"[<Op (move p0 c34 c24)>, <Op (move p0 c24 c14)>, <Op (move p0 c14 c04)>, <Op (move p0 c04 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>, <Op (move p0 c01 c00)>, <Op (move p0 c00 c10)>, <Op (move p0 c10 c20)>, <Op (move p0 c20 c30)>]"
R-Minimum Covering State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(at p0 c34)']",['(at p0 c30)'],0.00040984153747558594,0.008949041366577148,6,"[<Op (move p0 c34 c44)>, <Op (move p0 c44 c34)>, <Op (move p0 c34 c33)>, <Op (move p0 c33 c32)>, <Op (move p0 c32 c31)>, <Op (move p0 c31 c30)>]"
R-Closest Minimum Covering State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(at p0 c34)']",['(at p0 c30)'],0.00039196014404296875,0.00857400894165039,6,"[<Op (move p0 c34 c44)>, <Op (move p0 c44 c34)>, <Op (move p0 c34 c33)>, <Op (move p0 c33 c32)>, <Op (move p0 c32 c31)>, <Op (move p0 c31 c30)>]"
R-Farthest Minimum Covering State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(at p0 c34)']",['(at p0 c30)'],0.00023889541625976562,0.009554147720336914,6,"[<Op (move p0 c34 c24)>, <Op (move p0 c24 c23)>, <Op (move p0 c23 c33)>, <Op (move p0 c33 c32)>, <Op (move p0 c32 c31)>, <Op (move p0 c31 c30)>]"
R-All but Real Minimum Coverinst State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c40)', '(free c41)', '(free c42)', '(free c43)', '(free c44)', '(at p0 c34)']",['(at p0 c30)'],0.0003840923309326172,0.009200811386108398,6,"[<Op (move p0 c34 c44)>, <Op (move p0 c44 c34)>, <Op (move p0 c34 c33)>, <Op (move p0 c33 c32)>, <Op (move p0 c32 c31)>, <Op (move p0 c31 c30)>]"
