Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path
Vanilla Pyperplan,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c25)', '(free c30)', '(free c34)', '(free c35)', '(free c40)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c23)']",['(at p0 c50)'],-1,0.006277322769165039,8,"[<Op (move p0 c23 c13)>, <Op (move p0 c13 c12)>, <Op (move p0 c12 c11)>, <Op (move p0 c11 c10)>, <Op (move p0 c10 c20)>, <Op (move p0 c20 c30)>, <Op (move p0 c30 c40)>, <Op (move p0 c40 c50)>]"
Goal to Real Goal Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c25)', '(free c30)', '(free c34)', '(free c35)', '(free c40)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c23)']",['(at p0 c50)'],9.059906005859375e-06,0.012104988098144531,10,"[<Op (move p0 c23 c13)>, <Op (move p0 c13 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>, <Op (move p0 c01 c00)>, <Op (move p0 c00 c10)>, <Op (move p0 c10 c20)>, <Op (move p0 c20 c30)>, <Op (move p0 c30 c40)>, <Op (move p0 c40 c50)>]"
Shared Landmark Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c25)', '(free c30)', '(free c34)', '(free c35)', '(free c40)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c23)']",['(at p0 c50)'],1.0013580322265625e-05,0.011450767517089844,8,"[<Op (move p0 c23 c13)>, <Op (move p0 c13 c12)>, <Op (move p0 c12 c11)>, <Op (move p0 c11 c10)>, <Op (move p0 c10 c20)>, <Op (move p0 c20 c30)>, <Op (move p0 c30 c40)>, <Op (move p0 c40 c50)>]"
Combined Landmarks Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c25)', '(free c30)', '(free c34)', '(free c35)', '(free c40)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c23)']",['(at p0 c50)'],0.0048198699951171875,0.011389017105102539,10,"[<Op (move p0 c23 c13)>, <Op (move p0 c13 c03)>, <Op (move p0 c03 c02)>, <Op (move p0 c02 c01)>, <Op (move p0 c01 c00)>, <Op (move p0 c00 c10)>, <Op (move p0 c10 c20)>, <Op (move p0 c20 c30)>, <Op (move p0 c30 c40)>, <Op (move p0 c40 c50)>]"
Most Common Landmarks,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c25)', '(free c30)', '(free c34)', '(free c35)', '(free c40)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c23)']",['(at p0 c50)'],0.0040740966796875,0.01122903823852539,8,"[<Op (move p0 c23 c13)>, <Op (move p0 c13 c12)>, <Op (move p0 c12 c11)>, <Op (move p0 c11 c10)>, <Op (move p0 c10 c20)>, <Op (move p0 c20 c30)>, <Op (move p0 c30 c40)>, <Op (move p0 c40 c50)>]"
Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c25)', '(free c30)', '(free c34)', '(free c35)', '(free c40)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c23)']",['(at p0 c50)'],0.00042700767517089844,0.011323928833007812,8,"[<Op (move p0 c23 c13)>, <Op (move p0 c13 c12)>, <Op (move p0 c12 c11)>, <Op (move p0 c11 c10)>, <Op (move p0 c10 c20)>, <Op (move p0 c20 c30)>, <Op (move p0 c30 c40)>, <Op (move p0 c40 c50)>]"
Closest Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c25)', '(free c30)', '(free c34)', '(free c35)', '(free c40)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c23)']",['(at p0 c50)'],0.0004038810729980469,0.011444807052612305,8,"[<Op (move p0 c23 c13)>, <Op (move p0 c13 c12)>, <Op (move p0 c12 c11)>, <Op (move p0 c11 c10)>, <Op (move p0 c10 c20)>, <Op (move p0 c20 c30)>, <Op (move p0 c30 c40)>, <Op (move p0 c40 c50)>]"
Farthest Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c25)', '(free c30)', '(free c34)', '(free c35)', '(free c40)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c23)']",['(at p0 c50)'],0.00021910667419433594,0.011390924453735352,8,"[<Op (move p0 c23 c13)>, <Op (move p0 c13 c12)>, <Op (move p0 c12 c11)>, <Op (move p0 c11 c10)>, <Op (move p0 c10 c20)>, <Op (move p0 c20 c30)>, <Op (move p0 c30 c40)>, <Op (move p0 c40 c50)>]"
All but Real Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c25)', '(free c30)', '(free c34)', '(free c35)', '(free c40)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c23)']",['(at p0 c50)'],0.00023508071899414062,0.011532068252563477,8,"[<Op (move p0 c23 c13)>, <Op (move p0 c13 c12)>, <Op (move p0 c12 c11)>, <Op (move p0 c11 c10)>, <Op (move p0 c10 c20)>, <Op (move p0 c20 c30)>, <Op (move p0 c30 c40)>, <Op (move p0 c40 c50)>]"
R-Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c05)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c15)', '(free c20)', '(free c21)', '(free c22)', '(free c25)', '(free c30)', '(free c34)', '(free c35)', '(free c40)', '(free c42)', '(free c43)', '(free c44)', '(free c45)', '(free c50)', '(free c51)', '(free c52)', '(free c53)', '(free c54)', '(free c55)', '(at p0 c23)']",['(at p0 c50)'],0.0004878044128417969,0.012574911117553711,8,"[<Op (move p0 c23 c13)>, <Op (move p0 c13 c12)>, <Op (move p0 c12 c11)>, <Op (move p0 c11 c10)>, <Op (move p0 c10 c20)>, <Op (move p0 c20 c30)>, <Op (move p0 c30 c40)>, <Op (move p0 c40 c50)>]"
